adset_id,adset_name,budget_spend,campaign_id,campaign_name,clicks,impressions,installs,objective,revenue,status
#23843982619540480,GP-i-CT-US-U 4x5-20191014-M-bubbletea-2,0,#23843982596310480,GP-i-CT 2019-42,0,0,0,APP_INSTALLS,0,ACTIVE
#23843982617110480,GP-i-CT-US-U 9x16-20191014-M-bubbletea-2,0,#23843982596310480,GP-i-CT 2019-42,0,0,0,APP_INSTALLS,0,ACTIVE
#23843982597660480,GP-i-CT-US-U 4x5-20191014-M-bubbletea-1,0,#23843982596310480,GP-i-CT 2019-42,0,0,0,APP_INSTALLS,0,PAUSED
#23843982596400480,GP-i-CT-US-U 9x16-20191014-M-bubbletea-1,0,#23843982596310480,GP-i-CT 2019-42,0,0,0,APP_INSTALLS,0,ACTIVE
#23843904932070480,GP-i-CT-US-U 4x5-20190920-R-bombfails-1,0,#23843901055590480,GP-i-CT 2019-38,0,0,0,APP_INSTALLS,0,ACTIVE
#23843901055900480,GP-i-CT-US-U 9x16-20190919-K-set1_failstest-1,0,#23843901055590480,GP-i-CT 2019-38,0,0,0,APP_INSTALLS,0,ACTIVE
#23843859713030480,GP-i-CT-US-U 1x1-20190904-A-set1_creatorsofsandwich-1,0,#23843859707650480,GP-i-CT 2019-36,0,0,0,APP_INSTALLS,0,ACTIVE
#23843859708060480,GP-i-CT-US-U 4x5-20190904-A-set1_creatorsofsandwich-1,0,#23843859707650480,GP-i-CT 2019-36,0,0,0,APP_INSTALLS,0,ACTIVE
#23843859707790480,GP-i-CT-US-U 9x16-20190904-A-set1_creatorsofsandwich-1,0,#23843859707650480,GP-i-CT 2019-36,0,0,0,APP_INSTALLS,0,ACTIVE
#23843844200550480,GP-i-CT-US-U 9x16-20190729-A-set1_10sec_2-1,0,#23843763173140480,GP-i-CT 2019-31,0,0,0,APP_INSTALLS,0,PAUSED
#23843826441400480,GP-a-Tier3,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441390480,GP-a-SGBEHKLUFR,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441380480,GP-a-NZNOCHDE,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441370480,GP-a-NLSEDKATIE,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441360480,GP-a-IT,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441350480,GP-a-CAAUUK_JP,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441340480,GP-i-US,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441330480,GP-i-Tier2,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441320480,GP-i-Tier1,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441310480,GP-i-T4,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441300480,GP-i-ROW,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441290480,GP-i-Rest-Tier2,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441280480,GP-i-L-TK,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441270480,GP-i-L-Tier3,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441260480,GP-i-L-BRRU,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441250480,GP-i-CH,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441240480,GP-i-AUCAUK,0,#23843826441220480,GP-i-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843826441230480,GP-a-US,0,#23843826441210480,GP-a-tiered-GEO-22.08,0,0,0,APP_INSTALLS,0,ACTIVE
#23843818874120480,GP-i-CT-US-U 16x9-20190819-K-set1_30sec-1,0,#23843818873090480,GP-i-CT 2019-34,0,0,0,APP_INSTALLS,0,PAUSED
#23843818873130480,GP-i-CT-US-U 16x9-20190819-K-set1_15sec-1,0,#23843818873090480,GP-i-CT 2019-34,0,0,0,APP_INSTALLS,0,ACTIVE
#23843812840210480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-4,0,#23843812664410480,GP-i-CT 2019-33,0,0,0,APP_INSTALLS,0,PAUSED
#23843812814250480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-3,0,#23843812664410480,GP-i-CT 2019-33,0,0,0,APP_INSTALLS,0,PAUSED
#23843812680880480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-2,0,#23843812664410480,GP-i-CT 2019-33,0,0,0,APP_INSTALLS,0,PAUSED
#23843812664470480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-1,0,#23843812664410480,GP-i-CT 2019-33,0,0,0,APP_INSTALLS,0,PAUSED
#23843789296240480,GP-i-T4,0,,,,,,,,
#23843784800680480,GP-i-CT-US-U 9x16-20190806-R-fingertest-2,0,#23843784788170480,GP-i-CT 2019-32,0,0,0,APP_INSTALLS,0,PAUSED
#23843784799600480,GP-i-CT-US-U 4x5-20190806-R-fingertest-2,0,#23843784788170480,GP-i-CT 2019-32,0,0,0,APP_INSTALLS,0,PAUSED
#23843784790200480,GP-i-CT-US-U 4x5-20190806-R-fingertest-1,0,#23843784788170480,GP-i-CT 2019-32,0,0,0,APP_INSTALLS,0,PAUSED
#23843784788220480,GP-i-CT-US-U 9x16-20190806-R-fingertest-1,0,#23843784788170480,GP-i-CT 2019-32,0,0,0,APP_INSTALLS,0,PAUSED
#23843763203770480,GP-i-CT-US-U 9x16-20190729-A-set1_bestperf-1,0,#23843763173140480,GP-i-CT 2019-31,0,0,0,APP_INSTALLS,0,PAUSED
#23843763173230480,GP-i-CT-US-U 1x1-20190729-A-set1_bestperf-1,0,#23843763173140480,GP-i-CT 2019-31,0,0,0,APP_INSTALLS,0,PAUSED
#23843747621130480,GP-i-US,3,,,,,,,,
#23843747621120480,GP-i-Tier2,0,,,,,,,,
#23843747621110480,GP-i-Tier1,0,,,,,,,,
#23843747621100480,GP-i-ROW,2,,,,,,,,
#23843747621090480,GP-i-Rest-Tier2,0,,,,,,,,
#23843747621080480,GP-i-L-TK,4,,,,,,,,
#23843747621070480,GP-i-L-Tier3,0,,,,,,,,
#23843747621060480,GP-i-L-BRRU,18,,,,,,,,
#23843747621050480,GP-i-CH,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,7,0,APP_INSTALLS,0,ACTIVE
#23843747621040480,GP-i-AUCAUK,0,,,,,,,,
#23843747621030480,GP-a-US,6,,,,,,,,
#23843747621020480,GP-a-Tier3,22,,,,,,,,
#23843747621010480,GP-a-IT,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843747621000480,GP-a-NLSEDKATIE,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843747620990480,GP-a-NZNOCHDE,0,,,,,,,,
#23843747620980480,GP-a-SGBEHKLUFR,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,8,0,APP_INSTALLS,0,ACTIVE
#23843747620970480,GP-a-CAAUUK_JP,2,,,,,,,,
#23843678807720480,GP-i-CT-US-U 9x16-20190627-R-set1-1,0,#23843678807450480,GP-i-CT 2019-26,0,0,0,APP_INSTALLS,0,PAUSED
#23843658197420480,GP-i-CT-US-U 4x5-20190619-A-set2_retest-2,0,#23843658134020480,GP-i-CT 2019-25,0,0,0,APP_INSTALLS,0,ACTIVE
#23843658197330480,GP-i-CT-US-U 4x5-20190619-K-set2_retest-1,0,#23843658134020480,GP-i-CT 2019-25,0,0,0,APP_INSTALLS,0,ACTIVE
#23843658155300480,GP-i-CT-US-U 4x5-20190619-A-set3_retest-1,0,#23843658134020480,GP-i-CT 2019-25,0,0,0,APP_INSTALLS,0,ACTIVE
#23843658141860480,GP-i-CT-US-U 4x5-20190619-A-set1_retest-1,0,#23843658134020480,GP-i-CT 2019-25,0,0,0,APP_INSTALLS,0,ACTIVE
#23843658140650480,GP-i-CT-US-U 4x5-20190619-A-set4_retest-1,0,#23843658134020480,GP-i-CT 2019-25,0,0,0,APP_INSTALLS,0,ACTIVE
#23843658137850480,GP-i-CT-US-U 4x5-20190619-A-set2_retest-1,0,#23843658134020480,GP-i-CT 2019-25,0,0,0,APP_INSTALLS,0,ACTIVE
#23843648291290480,GP-a-US-plb,0,#23843648290490480,GP-a-US-autobid,0,0,0,APP_INSTALLS,0,ACTIVE
#23843648290540480,GP-a-US-video,0,#23843648290490480,GP-a-US-autobid,0,0,0,APP_INSTALLS,0,ACTIVE
#23843623342890480,GP-i-CT-US-U 9x16-20190604-A-set1-live_action,0,#23843623300670480,GP-i-CT 2019-23,0,0,0,APP_INSTALLS,0,PAUSED
#23843623300710480,GP-i-CT-US-U 9x16-20190604-A-set1-live_action,0,#23843623300670480,GP-i-CT 2019-23,0,0,0,APP_INSTALLS,0,PAUSED
#23843581189090480,GP-i-CT-US-U 4x5-20190516-A-set2-ctp_creators,0,#23843580814170480,GP-i-CT 2019-20,0,0,0,APP_INSTALLS,0,ACTIVE
#23843581181510480,GP-i-CT-US-U 4x5-20190516-A-set2-ctp_creators,0,#23843580814170480,GP-i-CT 2019-20,0,0,0,APP_INSTALLS,0,ACTIVE
#23843581076510480,GP-a-US_CTP_users,0,#23843581076410480,GP-a-US-CTP_users,0,0,0,APP_INSTALLS,0,ACTIVE
#23843580821810480,GP-i-CT-US-U 4x5-20190516-A-set1-3,0,#23843580814170480,GP-i-CT 2019-20,0,0,0,APP_INSTALLS,0,ACTIVE
#23843580818620480,GP-i-CT-US-U 4x5-20190516-A-set1-2,0,#23843580814170480,GP-i-CT 2019-20,0,0,0,APP_INSTALLS,0,ACTIVE
#23843580814240480,GP-i-CT-US-U 4x5-20190516-A-set1-1,0,#23843580814170480,GP-i-CT 2019-20,0,0,0,APP_INSTALLS,0,ACTIVE
#23843564923950480,GP-i-CT-US-U 4x5-20190509-A-set1-2-duplicated,0,#23843564849120480,GP-i-CT 2019-19,0,0,0,APP_INSTALLS,0,PAUSED
#23843564849230480,GP-i-CT-US-U 4x5-20190509-A-set1-1,0,#23843564849120480,GP-i-CT 2019-19,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547260480,GP-a-Tier3,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547250480,GP-a-CAAUUK_JP,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547180480,GP-a-IT,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547170480,GP-a-US,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547160480,GP-a-NLSEDKATIE,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547150480,GP-a-SGBEHKLUFR,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547140480,GP-a-NZNOCHDE,0,#23843559546910480,GP-a-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547080480,GP-i-Tier2,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547070480,GP-i-L-TK,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547060480,GP-i-L-BRRU,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547050480,GP-i-US,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559547040480,GP-i-Rest-Tier2,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559546980480,GP-i-ROW,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559546970480,GP-i-AUCAUK,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559546960480,GP-i-CH,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559546950480,GP-i-Tier1,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843559546940480,GP-i-L-Tier3,0,#23843559546900480,GP-i-tiered-GEO-07.05,0,0,0,APP_INSTALLS,0,PAUSED
#23843494244780480,GP-i-Template-US-U 20190410-set4-1-counting_sheep,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843494225190480,GP-i-Template-US-U 20190410-set4-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493996310480,GP-i-Template-US-U 20190410-set2-5,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493989390480,GP-i-Template-US-U 20190410-set2-4,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493988230480,GP-i-Template-US-U 20190410-set3-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493984380480,GP-i-Template-US-U 20190410-set2-3,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493958820480,GP-i-Template-US-U 20190410-set2-2,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493936650480,GP-i-Template-US-U 20190410-set2-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493304840480,GP-i-Template-US-U 20190410-ad_copies,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843493258540480,GP-i-US-AEO-content_view_v2,0,#23843493187890480,GP-i-US-AEO,0,0,0,APP_INSTALLS,0,PAUSED
#23843493187980480,GP-i-US-AEO-content_view,0,#23843493187890480,GP-i-US-AEO,0,0,0,APP_INSTALLS,0,PAUSED
#23843493173320480,GP-a-US-LAL-top_clicks13_1%,0,#23843319317450480,GP-a-L-US,0,0,0,APP_INSTALLS,0,ACTIVE
#23843493173270480,GP-a-US-LAL-top_clicks13_1-5%,0,#23843319317450480,GP-a-L-US,0,0,0,APP_INSTALLS,0,ACTIVE
#23843493152020480,GP-i-US-LAL-top_clicks13_1%,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843493152010480,GP-i-US-LAL-top_clicks13_1-5%,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843488045440480,GP-i-QASEMXPLESBEIEIT-F-broad,0,#23843484729920480,GP-i-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843488008030480,GP-a-SGHKBEFRLU-F-broad,0,#23843484723680480,GP-a-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843488003850480,GP-a-NLDEATSEDK-F-broad,0,#23843484723680480,GP-a-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487995340480,GP-a-NOCHNZIE-F-broad,0,#23843484723680480,GP-a-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487989810480,GP-a-UK-F-broad,0,#23843484723680480,GP-a-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487988100480,GP-a-JPCAAU-F-broad,0,#23843484723680480,GP-a-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487958520480,GP-i-Rest-F-broad,0,#23843484729920480,GP-i-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487954050480,GP-i-DEHKNZ-F-broad,0,#23843484729920480,GP-i-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487950300480,GP-i-JPCH-F-broad,0,#23843484729920480,GP-i-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843487940410480,GP-i-AUCAUK-F-broad,0,#23843484729920480,GP-i-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843484730010480,GP-i-tiered-GEO-20190406 (GP-i-US-F-broad) @b3gZlErtWC89UqeHEQtlHY,0,#23843484729920480,GP-i-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843484723700480,GP-a-tiered-GEO-20190406 (GP-a-US-F-broad) @hc3nGqXfBk2bezzEztNVYJ,0,#23843484723680480,GP-a-tiered-GEO-20190406,0,0,0,APP_INSTALLS,0,ACTIVE
#23843482394330480,GP-i-Template-US-U 20190405-set2-play-anywhere @d5nSYCoB6oRfY5frCUbZMA,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843482211000480,GP-i-Template-US-U 20190405-set2_1-1-don't use,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843482210550480,GP-i-Template-US-U 20190405-set2-1-animal-emoji @dhaPF4Y89cFsbm8oPVNdFC,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843482130410480,GP-i-Template-US-U 20190405-set1-2-what-playing @bGdrgeVLKbFcWtLkTFn2tL,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843482053780480,GP-i-L-US-LAL-top25_ad_imps_1-5% @cAc1xeeaDY4hrKEBZGccIi,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843482053760480,GP-i-L-US-LAL-top25_ad_imps @hUkn0Y04V5JbAdBYkwW8Hq,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843481982540480,GP-i-Template-US-U 20190405-set1-1 @g6c8ZerSkd1IjBSqfXfZKO,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843477121850480,GP-a-L-US-U-LAL-adrev-3-6% @fZkePRK6vQ2sysrfXwwsVB,0,#23843319317450480,GP-a-L-US,0,0,0,APP_INSTALLS,0,ACTIVE
#23843477121810480,GP-a-L-US-U-LAL-adrev-1-3% @bwJ7EffmtYTLBznUIkX2Yv,0,#23843319317450480,GP-a-L-US,0,0,0,APP_INSTALLS,0,ACTIVE
#23843477112550480,GP-a-L-US-U-LAL-adrev-1% @uQZGrfGNdXlbdG1ep946T,0,#23843319317450480,GP-a-L-US,0,0,0,APP_INSTALLS,0,ACTIVE
#23843477089600480,GP-i-L-US-LAL-adrev-1-3% @bFmTmsDNExR32IFPY2gCv8,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843477089590480,GP-i-L-US-LAL-adrev-3-5% @74khqLLzvygAaSyDeHBZs,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843477082950480,GP-i-L-US-LAL-adrev-1% @c1Ipv15vcI7zl8o7jk2yrp,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,ACTIVE
#23843474239620480,GP-i-Template-US-U 20190402-set2-2 @eyJDgMB93lmW9XudjTfQyJ,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843474232560480,GP-i-Template-US-U 20190402-set2-1 @bUGFtSutUvqOggM0UA23zZ,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843473484270480,GP-i-Template-US-U 20190402-set1-2 @g1UIoXbpM5a6FgcKvRHn3t,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843473480120480,GP-i-Template-US-U 20190402-set1-1 @f5OpQOJmnriaioCNaMX8x7,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843470859640480,GP-i-Template-US-U 20190401-set2-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843465312590480,GP-i-Template-US-U 20190329-set1-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843458106830480,GP-i-L-IT-U-IG,0,#23843458105770480,GP-i-L-IT,0,0,0,APP_INSTALLS,0,ACTIVE
#23843458106810480,GP-i-L-IT-M,0,#23843458105770480,GP-i-L-IT,0,0,0,APP_INSTALLS,0,ACTIVE
#23843449918920480,GP-i-F-US-U-cap,0,#23843449918860480,GP-i-US-F,0,0,0,APP_INSTALLS,0,PAUSED
#23843449901380480,GP-i-T0.02-M,0,#23843449876060480,GP-i-Global,0,0,0,APP_INSTALLS,0,ACTIVE
#23843449876080480,GP-i-T0.02-F,0,#23843449876060480,GP-i-Global,0,0,0,APP_INSTALLS,0,ACTIVE
#23843448082080480,GP-i-Template-US-U 20190322-set1-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843445401720480,GP-i-CT-US-U,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ACTIVE
#23843445297060480,GP-i-L-US-U-cap,0,#23843445289010480,GP-i-US_experiment_bidding,0,0,0,APP_INSTALLS,0,PAUSED
#23843445289030480,GP-i-L-US-U-target_cost,0,#23843445289010480,GP-i-US_experiment_bidding,0,0,0,APP_INSTALLS,0,PAUSED
#23843445125380480,GP-i-Template-US-U 20190319-shapes-1x1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843445117130480,GP-i-Template-US-U 20190319-shapes-4x5,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843444035410480,GP-a-US-F-all_plcmt_imprs_cap,0,#23843426209880480,GP-a-12032019-US-F,0,0,0,APP_INSTALLS,0,PAUSED
#23843444011250480,GP-i-Template-US-U 20190320-color-block-mocking_3,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843444011230480,GP-i-Template-US-U 20190320-color-block-mocking_2,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843443998160480,GP-i-Template-US-U 20190320-color-block-mocking_1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843441843760480,GP-i-Template-US-U 20190319-flags,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843441110430480,GP-i-Template-US-U 20190319-top_ads_variations,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843438997650480,GP-i-Template-US-U 20190318-plb-imitate,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843438977240480,GP-i-Template-US-U 20190318-single-color-test,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843438118410480,GP-i-Template-US-U 00010101-set1-4,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843433216960480,GP-i-Template-US-U 00010101-set1-3,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843432406310480,GP-i-Template-US-U 00010101-set1-2,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843432272350480,GP-i-Template-US-U 00010101-set1-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843430988180480,GP-i-L-US-F_click_view,0,#23843318509420480,GP-i-L-US - CPI,0,0,0,APP_INSTALLS,0,PAUSED
#23843430600590480,GP-i-Template-US-U 00010101-set3-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427319750480,GP-i-Template-US-U 20190312-set1-2,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427316550480,GP-i-Template-US-U 20190312-set2-3,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427303270480,GP-i-Template-US-U 20190312-set2-2,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427267880480,GP-i-Template-US-U 20190312-set3-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427263680480,GP-i-Template-US-U 20190312-set4-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427247210480,GP-i-Template-US-U 20190312-set5-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427246920480,GP-i-Template-US-U 20190312-set6-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427235590480,GP-i-Template-US-U 20190312-set7-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427233450480,GP-i-Template-US-U 20190312-set2-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427229650480,GP-i-Template-US-U 20190312-set1-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,PAUSED
#23843427218460480,GP-i-Template-US-U 20190312-set1-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427218300480,GP-i-Template-US-U 20190312-set2-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427182040480,GP-i-Template-US-U 20190312-set2-2,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427160710480,GP-i-Template-US-U 20190312-set3-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427151000480,GP-i-Template-US-U 20190312-set4-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427135270480,GP-i-Template-US-U 20190312-set7-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427125690480,GP-i-Template-US-U 20190312-set5-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843427119580480,GP-i-Template-US-U 20190312-set6-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843426828370480,GP-i-Template-US-U 20190312-set2-1,0,#23843332062910480,GP-i-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843426827990480,GP-a-Template-US-U 20190312-set2-1,0,#23843335265910480,GP-a-CT,0,0,0,APP_INSTALLS,0,ARCHIVED
#23843426224090480,GP-a-L-CAAUUK-F-all_plcmt,0,#23843426223930480,GP-a-12032019-ROW,0,0,0,APP_INSTALLS,0,ACTIVE
#23843426209870480,GP-a-US-F-all_plcmt,0,#23843426209880480,GP-a-12032019-US-F,0,0,0,APP_INSTALLS,0,PAUSED
#23843426207870480,GP-a-US-F-all_plcmt,0,#23843426207840480,GP-a-12032019-US-F,0,0,0,APP_INSTALLS,0,ARCHIVED
