,adset_id,adset_name,budget_spend,campaign_id,campaign_name,clicks,impressions,installs,objective,revenue,status
0,#23843982619540480,GP-i-CT-US-U 4x5-20191014-M-bubbletea-2,0.0,#23843982596310480,GP-i-CT 2019-42,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
1,#23843982617110480,GP-i-CT-US-U 9x16-20191014-M-bubbletea-2,0.0,#23843982596310480,GP-i-CT 2019-42,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
2,#23843982597660480,GP-i-CT-US-U 4x5-20191014-M-bubbletea-1,0.0,#23843982596310480,GP-i-CT 2019-42,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
3,#23843982596400480,GP-i-CT-US-U 9x16-20191014-M-bubbletea-1,0.0,#23843982596310480,GP-i-CT 2019-42,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
4,#23843904932070480,GP-i-CT-US-U 4x5-20190920-R-bombfails-1,0.0,#23843901055590480,GP-i-CT 2019-38,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
5,#23843901055900480,GP-i-CT-US-U 9x16-20190919-K-set1_failstest-1,0.0,#23843901055590480,GP-i-CT 2019-38,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
6,#23843859713030480,GP-i-CT-US-U 1x1-20190904-A-set1_creatorsofsandwich-1,0.0,#23843859707650480,GP-i-CT 2019-36,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
7,#23843859708060480,GP-i-CT-US-U 4x5-20190904-A-set1_creatorsofsandwich-1,0.0,#23843859707650480,GP-i-CT 2019-36,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
8,#23843859707790480,GP-i-CT-US-U 9x16-20190904-A-set1_creatorsofsandwich-1,0.0,#23843859707650480,GP-i-CT 2019-36,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
9,#23843844200550480,GP-i-CT-US-U 9x16-20190729-A-set1_10sec_2-1,0.0,#23843763173140480,GP-i-CT 2019-31,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
10,#23843826441400480,GP-a-Tier3,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
11,#23843826441390480,GP-a-SGBEHKLUFR,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
12,#23843826441380480,GP-a-NZNOCHDE,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
13,#23843826441370480,GP-a-NLSEDKATIE,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
14,#23843826441360480,GP-a-IT,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
15,#23843826441350480,GP-a-CAAUUK_JP,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
16,#23843826441340480,GP-i-US,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
17,#23843826441330480,GP-i-Tier2,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
18,#23843826441320480,GP-i-Tier1,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
19,#23843826441310480,GP-i-T4,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
20,#23843826441300480,GP-i-ROW,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
21,#23843826441290480,GP-i-Rest-Tier2,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
22,#23843826441280480,GP-i-L-TK,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
23,#23843826441270480,GP-i-L-Tier3,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
24,#23843826441260480,GP-i-L-BRRU,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
25,#23843826441250480,GP-i-CH,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
26,#23843826441240480,GP-i-AUCAUK,0.0,#23843826441220480,GP-i-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
27,#23843826441230480,GP-a-US,0.0,#23843826441210480,GP-a-tiered-GEO-22.08,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
28,#23843818874120480,GP-i-CT-US-U 16x9-20190819-K-set1_30sec-1,0.0,#23843818873090480,GP-i-CT 2019-34,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
29,#23843818873130480,GP-i-CT-US-U 16x9-20190819-K-set1_15sec-1,0.0,#23843818873090480,GP-i-CT 2019-34,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
30,#23843812840210480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-4,0.0,#23843812664410480,GP-i-CT 2019-33,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
31,#23843812814250480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-3,0.0,#23843812664410480,GP-i-CT 2019-33,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
32,#23843812680880480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-2,0.0,#23843812664410480,GP-i-CT 2019-33,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
33,#23843812664470480,GP-i-CT-US-U 4x5-20190816-A-set1_bestperfcaptions-1,0.0,#23843812664410480,GP-i-CT 2019-33,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
34,#23843789296240480,GP-i-T4,0.0,-1,-1,-1.0,-1.0,,-1,,-1
35,#23843784800680480,GP-i-CT-US-U 9x16-20190806-R-fingertest-2,0.0,#23843784788170480,GP-i-CT 2019-32,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
36,#23843784799600480,GP-i-CT-US-U 4x5-20190806-R-fingertest-2,0.0,#23843784788170480,GP-i-CT 2019-32,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
37,#23843784790200480,GP-i-CT-US-U 4x5-20190806-R-fingertest-1,0.0,#23843784788170480,GP-i-CT 2019-32,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
38,#23843784788220480,GP-i-CT-US-U 9x16-20190806-R-fingertest-1,0.0,#23843784788170480,GP-i-CT 2019-32,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
39,#23843763203770480,GP-i-CT-US-U 9x16-20190729-A-set1_bestperf-1,0.0,#23843763173140480,GP-i-CT 2019-31,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
40,#23843763173230480,GP-i-CT-US-U 1x1-20190729-A-set1_bestperf-1,0.0,#23843763173140480,GP-i-CT 2019-31,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
41,#23843747621130480,GP-i-US,3.0,-1,-1,-1.0,-1.0,,-1,,-1
42,#23843747621120480,GP-i-Tier2,0.0,-1,-1,-1.0,-1.0,,-1,,-1
43,#23843747621110480,GP-i-Tier1,0.0,-1,-1,-1.0,-1.0,,-1,,-1
44,#23843747621100480,GP-i-ROW,2.0,-1,-1,-1.0,-1.0,,-1,,-1
45,#23843747621090480,GP-i-Rest-Tier2,0.0,-1,-1,-1.0,-1.0,,-1,,-1
46,#23843747621080480,GP-i-L-TK,4.0,-1,-1,-1.0,-1.0,,-1,,-1
47,#23843747621070480,GP-i-L-Tier3,0.0,-1,-1,-1.0,-1.0,,-1,,-1
48,#23843747621060480,GP-i-L-BRRU,18.0,-1,-1,-1.0,-1.0,,-1,,-1
49,#23843747621050480,GP-i-CH,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,7.0,0.0,APP_INSTALLS,0,ACTIVE
50,#23843747621040480,GP-i-AUCAUK,0.0,-1,-1,-1.0,-1.0,,-1,,-1
51,#23843747621030480,GP-a-US,6.0,-1,-1,-1.0,-1.0,,-1,,-1
52,#23843747621020480,GP-a-Tier3,22.0,-1,-1,-1.0,-1.0,,-1,,-1
53,#23843747621010480,GP-a-IT,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
54,#23843747621000480,GP-a-NLSEDKATIE,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
55,#23843747620990480,GP-a-NZNOCHDE,0.0,-1,-1,-1.0,-1.0,,-1,,-1
56,#23843747620980480,GP-a-SGBEHKLUFR,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,8.0,0.0,APP_INSTALLS,0,ACTIVE
57,#23843747620970480,GP-a-CAAUUK_JP,2.0,-1,-1,-1.0,-1.0,,-1,,-1
58,#23843678807720480,GP-i-CT-US-U 9x16-20190627-R-set1-1,0.0,#23843678807450480,GP-i-CT 2019-26,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
59,#23843658197420480,GP-i-CT-US-U 4x5-20190619-A-set2_retest-2,0.0,#23843658134020480,GP-i-CT 2019-25,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
60,#23843658197330480,GP-i-CT-US-U 4x5-20190619-K-set2_retest-1,0.0,#23843658134020480,GP-i-CT 2019-25,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
61,#23843658155300480,GP-i-CT-US-U 4x5-20190619-A-set3_retest-1,0.0,#23843658134020480,GP-i-CT 2019-25,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
62,#23843658141860480,GP-i-CT-US-U 4x5-20190619-A-set1_retest-1,0.0,#23843658134020480,GP-i-CT 2019-25,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
63,#23843658140650480,GP-i-CT-US-U 4x5-20190619-A-set4_retest-1,0.0,#23843658134020480,GP-i-CT 2019-25,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
64,#23843658137850480,GP-i-CT-US-U 4x5-20190619-A-set2_retest-1,0.0,#23843658134020480,GP-i-CT 2019-25,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
65,#23843648291290480,GP-a-US-plb,0.0,#23843648290490480,GP-a-US-autobid,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
66,#23843648290540480,GP-a-US-video,0.0,#23843648290490480,GP-a-US-autobid,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
67,#23843623342890480,GP-i-CT-US-U 9x16-20190604-A-set1-live_action,0.0,#23843623300670480,GP-i-CT 2019-23,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
68,#23843623300710480,GP-i-CT-US-U 9x16-20190604-A-set1-live_action,0.0,#23843623300670480,GP-i-CT 2019-23,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
69,#23843581189090480,GP-i-CT-US-U 4x5-20190516-A-set2-ctp_creators,0.0,#23843580814170480,GP-i-CT 2019-20,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
70,#23843581181510480,GP-i-CT-US-U 4x5-20190516-A-set2-ctp_creators,0.0,#23843580814170480,GP-i-CT 2019-20,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
71,#23843581076510480,GP-a-US_CTP_users,0.0,#23843581076410480,GP-a-US-CTP_users,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
72,#23843580821810480,GP-i-CT-US-U 4x5-20190516-A-set1-3,0.0,#23843580814170480,GP-i-CT 2019-20,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
73,#23843580818620480,GP-i-CT-US-U 4x5-20190516-A-set1-2,0.0,#23843580814170480,GP-i-CT 2019-20,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
74,#23843580814240480,GP-i-CT-US-U 4x5-20190516-A-set1-1,0.0,#23843580814170480,GP-i-CT 2019-20,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
75,#23843564923950480,GP-i-CT-US-U 4x5-20190509-A-set1-2-duplicated,0.0,#23843564849120480,GP-i-CT 2019-19,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
76,#23843564849230480,GP-i-CT-US-U 4x5-20190509-A-set1-1,0.0,#23843564849120480,GP-i-CT 2019-19,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
77,#23843559547260480,GP-a-Tier3,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
78,#23843559547250480,GP-a-CAAUUK_JP,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
79,#23843559547180480,GP-a-IT,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
80,#23843559547170480,GP-a-US,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
81,#23843559547160480,GP-a-NLSEDKATIE,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
82,#23843559547150480,GP-a-SGBEHKLUFR,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
83,#23843559547140480,GP-a-NZNOCHDE,0.0,#23843559546910480,GP-a-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
84,#23843559547080480,GP-i-Tier2,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
85,#23843559547070480,GP-i-L-TK,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
86,#23843559547060480,GP-i-L-BRRU,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
87,#23843559547050480,GP-i-US,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
88,#23843559547040480,GP-i-Rest-Tier2,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
89,#23843559546980480,GP-i-ROW,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
90,#23843559546970480,GP-i-AUCAUK,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
91,#23843559546960480,GP-i-CH,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
92,#23843559546950480,GP-i-Tier1,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
93,#23843559546940480,GP-i-L-Tier3,0.0,#23843559546900480,GP-i-tiered-GEO-07.05,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
94,#23843494244780480,GP-i-Template-US-U 20190410-set4-1-counting_sheep,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
95,#23843494225190480,GP-i-Template-US-U 20190410-set4-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
96,#23843493996310480,GP-i-Template-US-U 20190410-set2-5,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
97,#23843493989390480,GP-i-Template-US-U 20190410-set2-4,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
98,#23843493988230480,GP-i-Template-US-U 20190410-set3-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
99,#23843493984380480,GP-i-Template-US-U 20190410-set2-3,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
100,#23843493958820480,GP-i-Template-US-U 20190410-set2-2,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
101,#23843493936650480,GP-i-Template-US-U 20190410-set2-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
102,#23843493304840480,GP-i-Template-US-U 20190410-ad_copies,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
103,#23843493258540480,GP-i-US-AEO-content_view_v2,0.0,#23843493187890480,GP-i-US-AEO,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
104,#23843493187980480,GP-i-US-AEO-content_view,0.0,#23843493187890480,GP-i-US-AEO,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
105,#23843493173320480,GP-a-US-LAL-top_clicks13_1%,0.0,#23843319317450480,GP-a-L-US,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
106,#23843493173270480,GP-a-US-LAL-top_clicks13_1-5%,0.0,#23843319317450480,GP-a-L-US,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
107,#23843493152020480,GP-i-US-LAL-top_clicks13_1%,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
108,#23843493152010480,GP-i-US-LAL-top_clicks13_1-5%,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
109,#23843488045440480,GP-i-QASEMXPLESBEIEIT-F-broad,0.0,#23843484729920480,GP-i-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
110,#23843488008030480,GP-a-SGHKBEFRLU-F-broad,0.0,#23843484723680480,GP-a-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
111,#23843488003850480,GP-a-NLDEATSEDK-F-broad,0.0,#23843484723680480,GP-a-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
112,#23843487995340480,GP-a-NOCHNZIE-F-broad,0.0,#23843484723680480,GP-a-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
113,#23843487989810480,GP-a-UK-F-broad,0.0,#23843484723680480,GP-a-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
114,#23843487988100480,GP-a-JPCAAU-F-broad,0.0,#23843484723680480,GP-a-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
115,#23843487958520480,GP-i-Rest-F-broad,0.0,#23843484729920480,GP-i-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
116,#23843487954050480,GP-i-DEHKNZ-F-broad,0.0,#23843484729920480,GP-i-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
117,#23843487950300480,GP-i-JPCH-F-broad,0.0,#23843484729920480,GP-i-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
118,#23843487940410480,GP-i-AUCAUK-F-broad,0.0,#23843484729920480,GP-i-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
119,#23843484730010480,GP-i-tiered-GEO-20190406 (GP-i-US-F-broad) @b3gZlErtWC89UqeHEQtlHY,0.0,#23843484729920480,GP-i-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
120,#23843484723700480,GP-a-tiered-GEO-20190406 (GP-a-US-F-broad) @hc3nGqXfBk2bezzEztNVYJ,0.0,#23843484723680480,GP-a-tiered-GEO-20190406,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
121,#23843482394330480,GP-i-Template-US-U 20190405-set2-play-anywhere @d5nSYCoB6oRfY5frCUbZMA,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
122,#23843482211000480,GP-i-Template-US-U 20190405-set2_1-1-don't use,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
123,#23843482210550480,GP-i-Template-US-U 20190405-set2-1-animal-emoji @dhaPF4Y89cFsbm8oPVNdFC,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
124,#23843482130410480,GP-i-Template-US-U 20190405-set1-2-what-playing @bGdrgeVLKbFcWtLkTFn2tL,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
125,#23843482053780480,GP-i-L-US-LAL-top25_ad_imps_1-5% @cAc1xeeaDY4hrKEBZGccIi,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
126,#23843482053760480,GP-i-L-US-LAL-top25_ad_imps @hUkn0Y04V5JbAdBYkwW8Hq,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
127,#23843481982540480,GP-i-Template-US-U 20190405-set1-1 @g6c8ZerSkd1IjBSqfXfZKO,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
128,#23843477121850480,GP-a-L-US-U-LAL-adrev-3-6% @fZkePRK6vQ2sysrfXwwsVB,0.0,#23843319317450480,GP-a-L-US,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
129,#23843477121810480,GP-a-L-US-U-LAL-adrev-1-3% @bwJ7EffmtYTLBznUIkX2Yv,0.0,#23843319317450480,GP-a-L-US,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
130,#23843477112550480,GP-a-L-US-U-LAL-adrev-1% @uQZGrfGNdXlbdG1ep946T,0.0,#23843319317450480,GP-a-L-US,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
131,#23843477089600480,GP-i-L-US-LAL-adrev-1-3% @bFmTmsDNExR32IFPY2gCv8,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
132,#23843477089590480,GP-i-L-US-LAL-adrev-3-5% @74khqLLzvygAaSyDeHBZs,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
133,#23843477082950480,GP-i-L-US-LAL-adrev-1% @c1Ipv15vcI7zl8o7jk2yrp,0.0,#23843318509420480,GP-i-L-US - CPI,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
134,#23843474239620480,GP-i-Template-US-U 20190402-set2-2 @eyJDgMB93lmW9XudjTfQyJ,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
135,#23843474232560480,GP-i-Template-US-U 20190402-set2-1 @bUGFtSutUvqOggM0UA23zZ,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
136,#23843473484270480,GP-i-Template-US-U 20190402-set1-2 @g1UIoXbpM5a6FgcKvRHn3t,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
137,#23843473480120480,GP-i-Template-US-U 20190402-set1-1 @f5OpQOJmnriaioCNaMX8x7,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
138,#23843470859640480,GP-i-Template-US-U 20190401-set2-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
139,#23843465312590480,GP-i-Template-US-U 20190329-set1-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
140,#23843458106830480,GP-i-L-IT-U-IG,0.0,#23843458105770480,GP-i-L-IT,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
141,#23843458106810480,GP-i-L-IT-M,0.0,#23843458105770480,GP-i-L-IT,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
142,#23843449918920480,GP-i-F-US-U-cap,0.0,#23843449918860480,GP-i-US-F,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
143,#23843449901380480,GP-i-T0.02-M,0.0,#23843449876060480,GP-i-Global,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
144,#23843449876080480,GP-i-T0.02-F,0.0,#23843449876060480,GP-i-Global,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
145,#23843448082080480,GP-i-Template-US-U 20190322-set1-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
146,#23843445401720480,GP-i-CT-US-U,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,ACTIVE
147,#23843445297060480,GP-i-L-US-U-cap,0.0,#23843445289010480,GP-i-US_experiment_bidding,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
148,#23843445289030480,GP-i-L-US-U-target_cost,0.0,#23843445289010480,GP-i-US_experiment_bidding,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
149,#23843445125380480,GP-i-Template-US-U 20190319-shapes-1x1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
150,#23843445117130480,GP-i-Template-US-U 20190319-shapes-4x5,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
151,#23843444035410480,GP-a-US-F-all_plcmt_imprs_cap,0.0,#23843426209880480,GP-a-12032019-US-F,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
152,#23843444011250480,GP-i-Template-US-U 20190320-color-block-mocking_3,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
153,#23843444011230480,GP-i-Template-US-U 20190320-color-block-mocking_2,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
154,#23843443998160480,GP-i-Template-US-U 20190320-color-block-mocking_1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
155,#23843441843760480,GP-i-Template-US-U 20190319-flags,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
156,#23843441110430480,GP-i-Template-US-U 20190319-top_ads_variations,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
157,#23843438997650480,GP-i-Template-US-U 20190318-plb-imitate,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
158,#23843438977240480,GP-i-Template-US-U 20190318-single-color-test,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
159,#23843438118410480,GP-i-Template-US-U 00010101-set1-4,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
160,#23843433216960480,GP-i-Template-US-U 00010101-set1-3,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
161,#23843432406310480,GP-i-Template-US-U 00010101-set1-2,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
162,#23843432272350480,GP-i-Template-US-U 00010101-set1-1,0.0,#23843332062910480,GP-i-CT,0.0,0.0,0.0,APP_INSTALLS,0,PAUSED
